"page_id","page_title","page_is_redirect","page_len","wikidata_numeric_id","views"
"55277996","Jean-Philbert Nsengimana","0","5508","Q40236105","100"
"279696","Louis Philippe II, Duke of Orléans","1","28741","Q311637","11942"
"60106030","Letizia Borghesi","0","3117","Q28751940","91"
"442798","Charlotte, Grand Duchess of Luxembourg","1","21604","Q155608","10777"
"47618898","Billy (slave)","0","6910","Q21028400","1242"
"462149","Daniel McCallum","1","38146","Q2615836","654"
"58050315","Indya Moore","1","21592","Q52332976","25472"
"1520654","Kevin McCarthy (ice hockey)","1","13148","Q6377709","326"
"21210802","Ron Reagan (Florida politician)","1","4054","Q7364295","121"
"41566124","David Bradley (politician)","1","14866","Q16151633","339"
"32008277","Arian Moayed","0","13422","Q4790207","18576"
"64043057","Daniel MacCarthy Glas","1","7912","Q60827977","37"
"1485616","Henri Cassini","1","2812","Q958431","226"
"41383136","Hermann Gröhe","1","15936","Q70429","613"
"5571763","M. M. Keeravani","1","23307","Q3765059","39254"
"57822929","Akash Ambani","0","41","Q23772157","14328"
"44447394","Stella Maxwell","0","10823","Q18637716","38679"
"2219338","Henry Thomas Ryall","0","6457","Q5729161","126"
"29903319","John Bryan Taylor","1","8628","Q1699438","141"
"2790587","Katrin Göring-Eckardt","1","33431","Q48967","1500"
"22888820","Eric Naposki","1","15173","Q5387165","4759"
"67036584","Priti Adani","1","6253","Q84346121","32677"
"2894303","Lapo Elkann","1","109857","Q941751","7688"
"2203231","Catherine of Sweden, Countess Palatine of Kleeburg","1","13424","Q2073728","1069"
"707930","Barbara Eden","1","36387","Q232298","77565"
"33864640","René Benko","1","18175","Q90042","5068"
"20233159","Gordon Brown (Australian politician)","0","9865","Q8853537","507"
"7486054","Saint Silvia","1","3739","Q1088039","1859"
"41825783","Gwennole Le Menn","0","1716","Q3122558","56"
"618543","Nancy Wilson (jazz singer)","1","31090","Q467690","16544"
"57968633","Tim Raue","0","5601","Q2434235","1387"
"1181712","Hiroshi Abe (actor)","1","17835","Q940531","6228"
"55925853","John Roberts (Royal Navy officer)","0","3290","Q44155502","158"
"51255","Charles de Gaulle","1","294760","Q2042","111776"
"6033276","Pelé (footballer, born 1978)","1","14526","Q1388327","560"
"4087894","Tsai Ing-wen","1","162464","Q233984","44007"
"72336","Barbra Streisand","1","143722","Q4636","233378"
"69878595","Antje Kapek","0","17985","Q584767","95"
"1480516","Maria Bello","1","23158","Q229220","126480"
"850850","Mark Strong","1","41998","Q312712","122635"
"28213686","Ian McShane (footballer)","0","11003","Q5982372","566"
"2110637","Princess Alexia of Greece and Denmark","1","12737","Q242348","11148"
"41610538","George Ezra","1","31353","Q15459513","67998"
"50286704","Auliʻi Cravalho","1","28772","Q24455611","41269"
"12574535","Jason Moore (director)","1","6728","Q724795","3592"
"5734364","Omid Nouripour","0","17523","Q71635","4979"
"65767033","Johanne Modder","0","1500","Q1697062","44"
"12211073","Veronica Maggio","1","11984","Q260597","2264"
"29366882","Helene Fischer","1","19973","Q236549","28248"
"468318","Djimon Hounsou","1","29367","Q298682","110850"
"214023","Filippino Lippi","1","15653","Q296265","2439"
"260996","Christian Slater","1","46611","Q204590","112731"
"4704615","John Lee (Labour politician)","1","4041","Q14946953","99"
"148375","James Taylor","1","85951","Q310300","127547"
"53105277","Suzanne Müller","1","2366","Q28681917","68"
"154247","Eddie Vedder","1","131784","Q221535","116471"
"42661633","Dieter Reiter","0","4839","Q1222671","1310"
"9042144","Wolfgang Bahro","0","4428","Q216382","232"
"5570621","Akon","1","65287","Q32849","189157"
"827652","Garrett Hedlund","1","59658","Q298371","168103"
"293322","Frederick Henry, Prince of Orange","1","13402","Q167236","6197"
"49429211","Jakub Jankto","1","13836","Q17487711","1552"
"2796881","Jason Cruz","0","4732","Q2056661","935"
"11479","F. W. de Klerk","1","81368","Q151813","37797"
"17181314","Jessica Chastain","1","163082","Q229313","440823"
"2021423","George Beck (artist)","0","5210","Q5536839","129"
"1118977","Peter Fox (Canadian politician)","0","5732","Q7174053","56"
"60168261","Umayya ibn Abdallah ibn Khalid ibn Asid","1","7282","Q20390660","129"
"627769","Janet Yellen","1","199562","Q263725","72355"
"608982","Riley Keough","1","75446","Q254947","243956"
"12771119","Ronnie Von","1","4390","Q4124883","497"
"578724","Wally Wood","1","56944","Q1304824","3815"
"41107500","John M. Carpenter","1","13994","Q16153065","89"
"66280379","Elmedin Konaković","1","9023","Q102101678","2198"
"53879245","Jackie Carney","0","6037","Q29571961","51"
"33052157","James Murphy (Canadian politician)","0","1806","Q6140173","33"
"88048","Claudia Schiffer","1","32467","Q76717","61253"
"13561935","Anjul Nigam","0","9543","Q4765882","1640"
"2095762","Channing Tatum","1","39628","Q212064","282896"
"13803040","Margherita Missoni","1","5952","Q1520505","1042"
"2221466","Connie Britton","1","58876","Q235519","178419"
"50338260","21 Savage","1","86554","Q25095399","95496"
"31237833","Benjamin I. Schwartz","1","11123","Q45065","402"
"61228570","Sida Košutić","0","6192","Q16110522","51"
"59793838","Abdallah ibn Khalid ibn Asid","1","4259","Q12223486","136"
"14282338","Yoshimasa Hayashi","0","10328","Q1141271","2133"
"30291424","Andrew Taylor (painter)","0","6541","Q507912","2813"
"1829883","Otto Graf Lambsdorff","1","13860","Q60153","842"
"40791438","Sigrid Kaag","0","38517","Q15077856","4997"
"43934352","MJ Williams","1","27682","Q18122000","1210"
"35249266","Ludwig Göransson","1","20800","Q1358202","43765"
"103063","Mike Myers","1","41911","Q185724","218946"
"292193","Jane Krakowski","0","45815","Q230268","60969"
"29374117","Laura Carmichael","0","14608","Q3218669","26608"
"34380706","Wood (baseball)","0","100","Q8032154","21"
"11786539","Kevin Hartnett","0","6699","Q6396454","74"
"69887912","Joachim Herrmann (archaeologist)","0","13266","Q1690165","95"
"48910602","Heidi K. Gardner","1","9556","Q22097002","152"
"34631672","Paul Ruddock","1","20059","Q2062055","2175"
"39838935","Stephen Bowen (politician)","0","3810","Q16197702","67"
"3014883","Tessa Thompson","1","63159","Q271500","174036"
"31518471","Naomi Scott","1","41170","Q254894","96448"
"16310308","Christian Meyer (politician)","0","2996","Q97450","454"
"51290498","Manuel Garcia-Rulfo","1","7434","Q26254609","38467"
"551898","Don Cheadle","1","44856","Q272019","105525"
"4804159","Beatrix Loughran","0","6431","Q263360","400"
"48583931","Maren Morris","1","53843","Q21622122","73105"
"51316258","Konstantin von Notz","0","5940","Q1710769","480"
"12740179","Huma Abedin","1","47146","Q469222","57713"
"45643257","Taylor Hill (sprinter)","0","4895","Q16609955","55"
"69930","Alicia Silverstone","1","78856","Q199945","183402"
"13282355","Stephen Amell","1","29111","Q616960","57247"
"22466422","Ian Griffiths (footballer)","1","9226","Q10468292","86"
"4376191","John R. Taylor","1","5443","Q1701587","473"
"395119","Catharina-Amalia, Princess of Orange","1","25814","Q855749","52369"
"34714821","Gayle Porter Hoskins","0","4347","Q5528812","77"
"1870449","Ben Wallace (politician)","1","57405","Q263166","146349"
"30999116","Varvara Zelenskaya","1","5933","Q462628","142"
"5849282","Ayda Field","1","9848","Q291874","39748"
"62634829","Sergiy Kyslytsya","1","19210","Q16701497","4044"
"49695374","Mohammed bin Abdulrahman bin Jassim Al Thani","1","8858","Q23020336","1078"
"2504567","Ylva Johansson","1","13191","Q3369258","1956"
"54315008","Amina Titi Atiku-Abubakar","1","10706","Q30323739","2474"
"2991300","Cobie Smulders","1","33157","Q200566","145553"
"36679352","Ferdinand von Parseval","0","2366","Q3068702","42"
"1014899","Henri d'Orléans, Duke of Aumale","1","14876","Q712502","1662"
"56888288","Paul Walter Hauser","1","14253","Q26921822","59367"
"36578732","Anders Ohlsson","0","1121","Q3615351","76"
"6457252","Haim Harari","0","12489","Q873499","384"
"55259322","Jack Grealish (hurler)","0","4455","Q41788561","225"
"7828036","Jonathan Goodwin (American football)","1","6208","Q3809923","1095"
"57982771","Michael Müller (footballer, born 1944)","0","1510","Q56248537","31"
"498265","Milo Đukanović","1","83452","Q200305","12314"
"37543051","Jonathan Cross","1","2076","Q6272852","103"
"22742429","Jack Gleeson (hurler)","1","1169","Q16213101","98"
"","Aminata_Tour%C3%A9_%28Senegalese_politician%29","","","",""
"61643435","Jon Luke Kirby","1","3525","Q66836410","129"
"54061978","Anke Rehlinger","0","14225","Q556844","1100"
"519013","Renée Fleming","1","109334","Q165637","8592"
"23868968","William Henry Golding","1","2524","Q8012005","62"
"2211824","Heinz Winkler (chef)","1","2552","Q214705","6290"
"11472953","Toni Kroos","1","85701","Q131234","118425"
"65606579","Ian Hartland","0","1586","Q100486772","29"
"6138518","Kevin Smith (footballer, born 1987)","0","14425","Q6397517","378"
"45485220","Alexandre Vauthier","0","9978","Q2834112","1223"
"47638804","Harry K. Allen","1","8590","Q99472463","46"
"35871796","Janine Kunze","0","1431","Q92350","261"
"3469969","Paul Mara","1","16445","Q1786850","612"
"47068842","Andrew Morton (painter)","0","2338","Q18729975","70"
"41826287","Marc Klok","1","21519","Q15729575","4088"
"2438061","Donald Bain (writer)","0","8306","Q3713619","824"
"57912235","Sophia of Formbach","0","3009","Q1759142","193"
"1428246","Jonathan Scott Hartley","1","3733","Q6274366","115"
"40112","Salvador Dalí","1","127373","Q5577","137039"
"70489571","Akshata Murty","1","23177","Q22997426","2406233"
"73513","Mary, mother of Jesus","1","157077","Q345","131667"
"19008577","William Shatner","1","158010","Q16297","308729"
"4093318","Harriet Walter","1","32069","Q271177","37853"
"1106297","John Albert Taylor","0","31670","Q6218463","2691"
"1228608","Ellen von Unwerth","1","11371","Q65022","2598"
"1994259","David Frost (golfer)","0","25801","Q1174477","879"
"39359154","Imran Khan (kickboxer)","0","3872","Q15987686","195"
"29260091","Jorge García Carneiro","1","5957","Q4499867","188"
"1765716","Enrico Letta","0","88801","Q674957","12882"
"242596","Grant Wood","1","22688","Q217434","14114"
"46526665","Ji Soo","1","28060","Q19830013","27921"
"20929152","Andreas Kaiser","0","1358","Q498628","60"
"18498676","David Levine (politician)","1","10711","Q5236539","109"
"69880347","Mario Búcaro","0","3719","Q110684398","205"
"36971518","Sam Smith (painter)","1","10390","Q7408179","177"
"36952020","George (son of David VII of Georgia)","1","4910","Q3102235","69"
"83108","Aaron Carter","1","69333","Q301818","69627"
"685608","Paul Rudd","1","51286","Q276525","228410"
"59618184","Brian Cox (rugby league)","0","3465","Q60736823","55"
"237455","Gigi Fernández","1","38512","Q233332","2356"
"24382329","Alison Brie","1","46280","Q235328","147277"
"52008577","Robert Habeck","1","27646","Q109943","11250"
"9405817","Daniel Kaluuya","1","47625","Q510970","122446"
"70518426","Alan Gagloev","1","12361","Q29319183","1168"
"18976534","Russ Laribee","0","3496","Q7381166","214"
"730578","Anna Wintour","1","106188","Q230744","117255"
"16965005","Jimmy Kelly (Northern Ireland footballer)","1","2626","Q6200523","44"
"23706678","Burkhard Jung","0","8038","Q106747","762"
"39932383","Andreas Gabalier","1","12913","Q497370","1691"
"1041766","David Croll","1","11667","Q5232676","215"
"66421034","Kevin Hartley","0","8380","Q2686520","80"
"53109702","Khalid (singer)","1","40069","Q28816483","43214"
"7907131","Paris Jackson (Canadian football)","1","11824","Q16027591","401"
"6713737","Viola Davis","1","79909","Q229181","278941"
"31737939","Ty Dolla Sign","1","44702","Q7859785","49383"
"46879917","Egils Levits","0","23756","Q348043","8760"
"277011","Tom Felton","1","54751","Q105682","230162"
"2912064","Steve Martin Caro","0","4564","Q7613282","1755"
"","Louise_Wong","","","",""
"2555590","Stephen Butcher (Royal Marine)","1","1102","Q7608821","42"
"11853954","Keely Shaye Smith","1","6555","Q3194619","110699"
"63701116","Diamond Cafe","0","4849","Q95692204","246"
"86665","Jim Carrey","1","117317","Q40504","379672"
"42039101","Neil Harrison (curler)","0","10242","Q16019699","102"
"9541775","Irina Shayk","1","26495","Q234458","119813"
"1386149","Timothy Britten Parker","1","6144","Q7807075","27635"
"13822931","Jim Lee (record producer)","1","8769","Q6196347","79"
"54504115","Itamar Ben-Gvir","1","28627","Q12403861","34834"
"11635838","Giulia Siegel","1","1863","Q96130","326"
"3815781","Keegan-Michael Key","1","52991","Q6382703","166087"
"14668882","Michael D. Cohen (actor)","1","10119","Q6829330","11331"
"8816247","Filiz Koçali","1","2670","Q545891","89"
"19633135","Fern Mallis","0","9379","Q5444468","552"
"54167669","Grace Van Patten","1","18550","Q44416691","118731"
"17932564","Dan Mackinnon","1","5033","Q5218021","104"
"1798012","Klaus Meine","0","4622","Q154978","26490"
"16943435","John Oliver (footballer, born 1867)","0","2076","Q6251234","48"
"2386068","Dave Lougheed","1","2795","Q746140","122"
"36787219","Ashley Parker Angel","1","20212","Q725986","7554"
"53388126","Katharina Sunnerhagen","1","3342","Q28871736","60"
"34782921","Niclas Füllkrug","1","27840","Q326159","22795"
"145366","Nichelle Nichols","1","70080","Q254038","41696"
"35587063","Jessie Ware","1","31998","Q218042","26804"
"45668401","Tony Parker (basketball, born 1993)","1","31559","Q19588477","1014"
"12153654","Elizabeth II","1","200742","Q9682","1980466"
"27416647","John Lee (1695–1761)","1","1305","Q6244359","43"
"17870496","Ross Butler (politician)","0","3103","Q7369219","65"
"2145994","John Francis Daley","0","17680","Q342636","41164"
"53146659","Thomas Welbank Fowle","0","4917","Q16062429","44"
"","Cathy_Garcia-Sampana","","","",""
"54775137","Marc Anthony Richardson","0","9894","Q37994826","139"
"55943877","Bad Bunny","1","115738","Q44333953","338278"
"46722913","Alessandro Michele","0","17257","Q21055337","15402"
"799566","Christophe Beck","1","23382","Q1086291","12959"
"5864175","Patrick Fabian","1","22108","Q1985976","46242"
"63437381","Thorsten Frei","0","3014","Q2429104","336"
"6367275","Yoel Schwartz","0","1917","Q4617308","1050"
"53690407","Dana Schweiger","0","5280","Q1159234","2507"
"5159412","James Donaldson (basketball)","1","13626","Q2327261","1382"
"2833817","Charles, marquis de Villette","1","4386","Q2960729","345"
"331689","Michael Shermer","1","64178","Q126225","17045"
"44811953","Whitney Shikongo","0","2958","Q19664269","363"
"638372","Ian McShane","1","35842","Q234141","94602"
"40976776","Ciara Hanna","0","7485","Q16233716","5805"
"1354657","Émile Bernard","1","19384","Q264193","2593"
"20034513","Benny Blanco","1","47989","Q818048","64464"
"47583132","Deb Cox","0","3731","Q21005455","346"
"2436881","John Carney (magician)","0","3686","Q6225240","211"
"2386521","Mathilde Kschessinska","1","17502","Q239246","5647"
"51188024","Jannik Schümann","0","19190","Q1682910","3653"
"4228818","Steve Scalise","1","68910","Q1857141","32554"
"10733104","Jeffrey Cyphers Wright","0","12190","Q6175924","64"
"5741147","Peter Phillips (artist)","0","6648","Q5482171","464"
"20100702","Hans-Peter Feldmann","1","13180","Q471419","629"
"50750068","Stephen Mold","1","2080","Q24572627","179"
"12780956","Alexander Ludwig","1","19906","Q350601","57581"
"50231071","Joko Winterscheidt","1","9368","Q1702610","1501"
"16010893","James Hewitt (musician)","0","6162","Q324418","490"
"24273142","John Oliver (canoeist)","1","1464","Q6251231","53"
"15902508","Anders Olsson (writer)","0","5712","Q382714","1055"
"7562438","Will Smith (comedian)","0","14302","Q8003106","25154"
"10381000","Bobby Brown (outfielder)","1","3573","Q4934817","315"
"38450747","Paul Potts (writer)","1","6424","Q7152989","346"
"2928275","Horst Seehofer","1","41721","Q44612","2549"
"8946701","Adela of Flanders","1","4644","Q353823","701"
"8131982","Jessica Seinfeld","1","20398","Q6187470","51419"
"2000166","Matt Smith (musician)","0","27","Q1882744","331"
"21957620","Robert Ballard II","1","2189","Q1617274","139"
"66065607","Ian Harty (cricketer)","0","1509","Q104089788","21"
"14715226","Tom Becker (writer)","1","2357","Q1254398","130"
"57504728","Lila Neugebauer","0","21124","Q54326277","9603"
"39712642","Ronaldo Senfft","0","2401","Q10364375","74"
"34775967","Karin Seehofer","0","2261","Q108368","149"
"67226910","Jack Wolfe (actor)","1","7203","Q106375046","3412"
"37255188","Jamie (singer)","1","46346","Q492065","9337"
"16339068","David Hagberg","1","8109","Q5234598","364"
"63289049","Ben Gumpert","0","5703","Q87758029","157"
"970627","Kassym-Jomart Tokayev","1","161462","Q200881","33029"
"67763","Jessica Lange","1","81054","Q173585","144067"
"36744255","Micaela Schäfer","1","4948","Q101524","2915"
"37048330","Chris Oliver (footballer)","0","3247","Q5107649","64"
"41806113","Devery Jacobs","1","14718","Q16211498","27357"
"68195916","Kim Ji-sook","1","2261","Q60826236","34"
"36729527","Ron DeSantis","1","180157","Q3105215","557747"
"46901099","Tom Beck (actor)","1","7808","Q62929","930"
"53067374","Sandra Ohrn Moose","0","3827","Q28606023","162"
"57916835","Mohamed Khaled (basketball)","0","1333","Q55623551","37"
"315149","Martin Short","1","66313","Q329744","147135"
"69754034","Benny Safdie","1","16321","Q43676009","25928"
"10711961","Haakon Sörvik","1","1538","Q2652023","64"
"16221926","John Battsek","1","7251","Q6221119","510"
"30949636","Bora Aksu","0","4783","Q4944249","271"
"66083","Philippe Pétain","1","83381","Q5721","61114"
"18678530","Billy Idol","1","51639","Q73437","162453"
"14249822","Joe Fisher (ice hockey)","1","5315","Q6209846","82"
"215670","Lil' Kim","1","143989","Q229379","72583"
"296008","Dita Von Teese","1","50517","Q244214","123410"
"17096179","Ebon Moss-Bachrach","0","11652","Q1279993","127055"
"1258153","Haim Bar-Lev","1","8680","Q467150","1949"
"24165342","Ciaran Clark","1","27676","Q350976","6047"
"57112860","Alana Haim","1","30397","Q16726249","74946"
"16274031","Haakon Hansen (boxer)","0","1397","Q4580042","76"
"633958","Scooter Barry","1","5786","Q474574","1622"
"3932065","Casper Christensen","1","6738","Q3362157","1052"
"558954","John Oliver (British Columbia politician)","0","8438","Q1701251","453"
"5679119","Donald Trump Jr.","1","120031","Q3713655","77830"
"13215411","Ariane Hingst","1","12432","Q451349","297"
"43836011","Pete Davidson","1","80911","Q18097962","616970"
"59626028","Kenneth Taylor (footballer, born 2002)","1","7750","Q57457130","24739"
"6473108","Linda de Mol","1","7113","Q469514","1639"
"422024","Lev Sedov","1","9031","Q543149","3613"
"4505647","Marco Antonio Solís","1","28025","Q1627834","11576"
"58002307","Natasha Rothwell","1","13218","Q62007121","20910"
"555527","Linda Cardellini","1","30173","Q234204","228499"
"149243","Emma Watson","1","136932","Q39476","478073"
"1880951","Guillermo del Toro","1","89521","Q219124","533797"
"491302","Johann Löwenthal","1","5825","Q93683","1013"
"20787","Mary Magdalene","1","154156","Q63070","114876"
"12148809","Alfons Schuhbeck","1","6708","Q45443","4749"
"10445626","Édouard de Reszke","1","33575","Q4025366","237"
"13076","Gordon Brown","1","148635","Q10648","274048"
"506101","John Galliano","1","32906","Q313607","34585"
"16227782","Bill Irwin (footballer)","0","8011","Q4909563","180"
"46578132","Tom Ford (squash player)","0","1891","Q19873307","40"
"35208073","Jane C. Goodale","1","13889","Q6151219","162"
"48699261","Morgan Evans (rugby league)","0","11863","Q21954811","244"
"25496018","Dan Erickson","0","10149","Q112675318","9289"
"24953","Pelé","1","210373","Q12897","255193"
"1765000","Alexandra Maria Lara","1","10974","Q65106","28782"
"34071","Whitney Houston","1","259228","Q34389","326423"
"23990131","Jemima Goldsmith","1","45933","Q468577","47867"
"16570128","Alexia Dechaume-Balleret","1","10101","Q748769","251"
"9069082","Javier Fernández (figure skater)","1","150677","Q933246","2541"
"8340","David Letterman","1","120280","Q217298","83236"
"411352","Bernie Ecclestone","1","68484","Q172724","42513"
"46950272","Harry Owen (rugby league, Widnes)","0","6736","Q20127978","53"
"2244621","Charlene Gonzales","1","8366","Q2142671","3982"
"2017335","Leslie Jordan","1","49902","Q684370","2785479"
"11547759","Clint Peay","0","9828","Q5133993","273"
"1452661","Russell Taylor (cartoonist)","0","4625","Q7381816","125"
"37473303","Letizia Bertoni","0","4133","Q15304399","63"
"33290360","Roger Härtl","1","7025","Q7358375","209"
"27756379","John W. R. Taylor","0","5009","Q6262482","347"
"7186484","Ray Fisher (baseball)","0","36963","Q7297476","391"
"54306","Samuel L. Jackson","1","96201","Q172678","212655"
"636083","Josh Homme","1","68720","Q1708504","52123"
"67669828","Khaby Lame","1","14397","Q106839925","125077"
"64434936","Salman Khan (Pakistani cricketer)","0","5378","Q97187480","47"
"26392255","Kiernan Shipka","1","27752","Q439939","87146"
"181998","Lee Remick","0","26280","Q230011","57174"
"736026","Angélique Kidjo","1","105082","Q231276","16813"
"28259492","Jim Lee (photographer)","1","26794","Q6196350","152"
"9848523","James Waddell Alexander II","1","6150","Q723607","612"
"60808036","Hugh Evans (politician)","0","3401","Q65029820","48"
"51256429","David Arnold (mathematician)","0","2209","Q27032111","83"
"1054604","Emily Blunt","1","75080","Q193517","360386"
"51501839","Jordie Barrett","0","24337","Q26837893","4167"
"48035216","Post Malone","1","112635","Q21621919","275275"
"22317094","Annemarie Eilfeld","1","12180","Q95174","310"
"328300","David Byrne (barrister)","1","10607","Q1173887","198"
"67934515","Michael Middleton","1","44986","Q14244505","11411"
"49148169","Michael Haley (soldier)","1","9936","Q22279202","10079"
"737807","Jeff Daniels","1","51788","Q53680","67756"
"10868","Francisco Goya","1","48585","Q5432","57928"
"7734758","Tom Brady (film director)","1","2443","Q2376327","8243"
"37847663","Bruce Mann (oncologist)","1","6880","Q18379159","63"
"13289457","Nathan Lee Chasing His Horse","1","6798","Q1848244","3617"
"396241","Banksy","1","154240","Q133600","160874"
"864","Andy Warhol","1","162741","Q5603","230741"
"13189269","Benjamin Franklin Davis","1","8687","Q4888626","230"
"48543806","Michael Middleton (academic)","0","3359","Q21522143","112"
"32283916","Rainer Woelki","1","26142","Q45201","1279"
"14970420","Tommy Lee Edwards","1","6684","Q7819621","342"
"7426","Charles I of England","1","120877","Q81506","269584"
"385525","Marcia Gay Harden","1","29395","Q228931","191239"
"6191499","Robert John Burke","0","12326","Q935081","20405"
"173294","Darren Aronofsky","1","123916","Q192762","118579"
"232224","Shekhar Kapur","1","29112","Q522232","27280"
"17356928","Jessie Buckley","1","46451","Q6187642","101241"
"43545155","Craig Tanner (footballer)","0","14872","Q18128622","662"
"14260016","Skipper Roberts (baseball)","0","1643","Q7535791","67"
"5667302","Niña Pastori","1","20378","Q270828","981"
"53010738","David Raum","1","11454","Q28540571","9161"
"","Simona_Tabasco","","","",""
"2445851","Gabriela Szabo","1","17876","Q231979","1646"
"914259","George Pell","1","188213","Q434118","8863"
"24592521","Chris Henchy","0","8568","Q5106858","29195"
"36588025","Alia Bhatt","1","106797","Q4725343","550137"
"59431769","Catherine Shepherd","1","3997","Q5052919","6458"
"4311446","Carey Mulligan","1","70217","Q219655","126209"
"2331462","Shailene Woodley","1","102581","Q231058","196143"
"22867832","Ted Wood","0","3983","Q7693897","209"
"10437275","Anne Marie Brodén","1","1017","Q4768600","89"
"87418","Wil Wheaton","1","75275","Q264699","145952"
"18244942","Eugénie de Beauharnais","1","9057","Q433402","1197"
"59272759","Quinta Brunson","1","37811","Q59522684","142327"
"34953684","Charli XCX","1","109391","Q5084390","109966"
"57382584","Jason Oppenheim","0","7672","Q52990503","22825"
"18090010","Michael Grätzel","1","12675","Q117008","2407"
"61361599","Kais Saied","1","43098","Q16120878","13429"
"2298820","David Bradley (English actor)","0","33971","Q320073","79446"
"893274","Gloria Allred","1","48306","Q5571314","23270"
"29144198","Scott Z. Burns","0","7821","Q2481763","2692"
"31177036","Matt Smith (guitarist)","1","2759","Q6789365","208"
"18495634","Taylor Teagarden","0","10091","Q1046140","474"
"14591995","Ryan Michelle Bathe","1","11226","Q3943077","15376"
"1447687","Klaus Schwab","1","23566","Q76793","115582"
"18023287","Jimmy Kelly (hurler)","0","10478","Q6200535","61"
"515803","Alberto Fernández","1","126688","Q2642828","32961"
"48487934","John Oliver (Archdeacon of Leeds)","0","2154","Q21598301","59"
"61575234","Aitch (rapper)","1","41673","Q66685938","51529"
"853050","António Costa","1","28905","Q610788","85955"
"316613","Katharine Lee Bates","1","31182","Q2363035","5147"
"5217739","Yoav Gallant","1","21241","Q723506","38"
"1272639","María Teresa Fernández de la Vega","1","11361","Q240104","710"
"13820","Henry Rollins","1","84200","Q318509","66863"
"367106","Tony Parker","1","86378","Q193108","53981"
"235323","Michael Keaton","1","58651","Q138005","231988"
"2286019","Justin Theroux","0","27542","Q316596","148328"
"52943957","Ronaldo Peña","0","16530","Q11568127","315"
"235319","Fiona Shaw","0","29410","Q73612","118544"
"38134","Seal (musician)","1","51545","Q218091","187045"
"31697554","Humza Yousaf","1","86736","Q174924","5853"
"8083","Dr. Dre","1","168436","Q6078","196414"
"7229442","Ciarán Power","1","4927","Q715930","94"
"1371792","John Creasey","1","34214","Q1699682","3163"
"31630086","Richard Foerster (classical scholar)","0","10003","Q90899","144"
"1262102","Regina Halmich","1","19991","Q65937","848"
"28732667","Blake Williams (basketball)","0","5334","Q4924511","188"
"42211107","Lukas Klostermann","1","54501","Q16239602","4514"
"249897","Keira Knightley","1","143269","Q42581","239463"
"49597044","Hind bint Hamad bin Khalifa Al Thani","1","7478","Q23043276","3520"
"1926657","Tom Holland (filmmaker)","1","26336","Q1340923","40500"
"4882421","Alexandre Desplat","1","38935","Q313362","20474"
"64032290","Jonathan Daviss","0","3872","Q95069027","15487"
"12546035","David Acfield","1","7297","Q5230589","212"
"33224498","Katie Holmes (historian)","0","1800","Q6377464","83"
"173728","Gianni Agnelli","1","89997","Q356351","18825"
"34545958","Michael Potts (actor)","0","10899","Q6833594","6709"
"453200","Selen (actress)","1","5553","Q2708170","3804"
"34765778","Bill Latto","0","7206","Q4909849","50"
"8606436","Evelyn Bryan Johnson","1","5621","Q4160451","392"
"1599354","Alys of France, Countess of Vexin","1","4555","Q235462","2670"
"335069","Barbara Walters","1","74120","Q231417","82990"
"47147","Shirley Bassey","1","78190","Q234754","110612"
"1932117","Terry Lewis (police officer)","1","13821","Q7704684","1125"
"43405715","Niall Horan","1","54848","Q775231","95698"
"28071130","William Adams (New Zealand politician)","1","4781","Q8004138","119"
"17311614","James Cleverly","1","45312","Q6131460","179804"
"9429355","Philip Dawe","1","2492","Q7183431","727"
"23729066","Juan Carlos Varela","0","10299","Q1134096","2531"
"203407","Celine Dion","1","225354","Q5105","354651"
"3741746","Emma Stone","1","132362","Q147077","279244"
"15058693","Fatih Birol","0","9529","Q476938","4212"
"2913881","Alexander Bryan Johnson","0","8948","Q4718454","1217"
"38348303","Ryan Coogler","1","45161","Q7383978","105669"
"65978451","Noel Robinson (cricketer)","0","1396","Q104119714","35"
"42104","Cameron Diaz","1","72660","Q44380","285523"
"885722","Khalid Skah","0","6887","Q96463","1026"
"3274167","Tobias Moretti","0","8957","Q78641","3606"
"3999832","Haakon Ditlev Lowzow","0","3250","Q5636495","31"
"51715750","Ronaldo (footballer, born 1991)","1","4890","Q17219331","492"
"233338","Matthew Perry","1","44010","Q171758","802771"
"2201395","Steve Howey (footballer)","1","14328","Q923715","2744"
"4544638","Sasha (German singer)","1","14479","Q63317","2483"
"1710581","Kathy Leander","1","1869","Q115899","173"
"7047913","John Lee (university principal)","1","8413","Q6244385","94"
"66539400","Karen Heinrich","0","4910","Q1729245","57"
"64857711","Jochen Schropp","0","9870","Q98547","565"
"7124679","Peter Morgan","1","35867","Q948122","45387"
"5881119","Henry Thomas Herbert Piaggio","0","2595","Q5729139","58"
"510075","Ben Wallace (basketball)","1","52133","Q295364","30203"
"17443","Kate Bush","1","173122","Q636","176200"
"12283768","Liana Liberato","1","12298","Q271125","18185"
"8132550","Franziskus von Paula Graf von Schönborn","1","3454","Q655408","172"
"44729166","Michael Müller (politician, born 1964)","1","16908","Q102844","883"
"11595040","Daniel Mace (politician)","0","3011","Q1161618","175"
"581399","James Murray (British Army officer, born 1721)","1","14774","Q2668150","1367"
"2646028","Nina Hossain","0","11689","Q10984385","5022"
"42322213","Joe Fisher (journalist)","1","2989","Q16015139","254"
"9615","Édouard Manet","1","47186","Q40599","32301"
