"page_id","page_title","page_is_redirect","page_len","wikidata_numeric_id","views"
"2225681","Matt Smith (comics editor)","0","6881","Q6789360","287"
"32005912","Grimes","1","154033","Q117970","311768"
"64464","Joris-Karl Huysmans","1","27210","Q210798","5738"
"25803881","Iris Apfel","1","22004","Q2112549","21645"
"25094565","William Adams (potter)","0","4879","Q8004149","268"
"71090300","Ichraf Saied","1","8793","Q72121705","1251"
"16441406","John Taylor, Baron Taylor of Holbeach","1","8722","Q1701897","486"
"62679","Eugénie de Montijo","1","44960","Q157130","14774"
"23122030","Margaret of Bar","1","4279","Q1911611","755"
"51078093","Elizabeth Michael","1","31085","Q25915851","1349"
"54078009","Hans Dieter Pötsch","1","4340","Q15819363","3244"
"4750096","Tommy Smith (basketball)","0","3790","Q652743","449"
"78468","David Attenborough","1","179115","Q183337","244020"
"5182361","Dean McDermott","1","27859","Q715827","27940"
"47716224","Kevin Smith (wide receiver)","1","5868","Q21066521","240"
"49650","Dan Aykroyd","1","70282","Q105221","143419"
"415175","Vin Diesel","1","46360","Q178166","282109"
"683718","Paul L. Smith","1","8703","Q949387","9008"
"44325124","Miss Fame","1","20674","Q18686095","3226"
"201049","Boris Becker","1","79355","Q76334","50648"
"67264727","Laura Karasek","1","4441","Q6488358","246"
"37591914","Jack Antonoff","1","57413","Q151304","343038"
"976461","Volker Beck (athlete)","0","2974","Q506011","128"
"3563245","Georg Flegel","1","4951","Q472394","494"
"41957936","Alexia Runggaldier","0","5268","Q514535","70"
"24090168","Alexander Edwards (politician)","1","3185","Q4718792","47"
"64887990","David Cameron Lovell","0","1497","Q98380108","26"
"20845818","Kate Hall (singer)","0","3988","Q537630","444"
"20120871","Peter Frank (footballer)","1","2236","Q7174072","87"
"9906294","Johann Sebastian Bach","1","162635","Q1339","142753"
"51070633","Brendan Hunt","1","25552","Q25936118","34791"
"33219002","Michael Cohen (pharmacist)","0","4294","Q16728129","99"
"51379174","Rose Stackpole","1","1801","Q26459687","49"
"6928","Colette","1","35660","Q218679","45381"
"6307855","David Byrne (soccer, born 1960)","1","7551","Q5231984","93"
"2926953","Daniel Macmillan, Viscount Macmillan of Ovenden","0","3060","Q5218022","2996"
"6873934","Steve Irwin","1","71105","Q126513","168543"
"27717","Salma Hayek","1","95736","Q125106","242952"
"39830612","Jonathan Lavine","1","10955","Q14948733","3398"
"40253191","Rachel Bloom","1","54880","Q16199509","115299"
"5597806","Margherita Buy","0","14264","Q201617","1324"
"7842959","Elías Fernández Albano","1","5022","Q557128","153"
"55473221","Mary Bigelow Ingham","1","10344","Q41705947","249"
"427613","Natalia Sedova","1","5159","Q262376","3762"
"414106","Judd Hirsch","1","27441","Q365023","46864"
"68562445","Sister Irene O'Connor","0","3002","Q108272047","240"
"19371120","Naomi Campbell","1","77993","Q199369","120475"
"14108485","Tommy Lee (rugby league)","1","9583","Q7819620","299"
"4542297","Caroline Kennedy-McCracken","1","15860","Q5045121","387"
"51024726","Maria Grazia Chiuri","0","15738","Q25647315","7419"
"54639510","Sam Smith (businesswoman)","1","5684","Q41787201","252"
"653533","Kay Francis","1","33011","Q268110","6678"
"49126917","Terry Lewis (footballer)","0","1345","Q23008554","48"
"20473462","Daniel Mach","1","1481","Q3014392","83"
"26013411","Bill Crider","0","8708","Q4908614","288"
"66691343","Nelson Müller","0","5604","Q1977017","489"
"41960233","Sophie Turner Laing","1","9136","Q16193869","1337"
"5053335","Tyler James Williams","1","20344","Q723011","137343"
"24189535","Amber Riley","1","29540","Q230420","73091"
"57540235","Réamonn Ó Gallchobhair","1","2164","Q54870184","27"
"8450619","Philippe Édouard Léon Van Tieghem","1","10857","Q2421500","172"
"64443399","Christine Taylor-Butler","1","8702","Q96797749","116"
"617139","Charlie Murphy (actor)","1","20779","Q559074","57374"
"31074682","Joachim Boldt","0","9526","Q108887","1317"
"22802842","Philipp Plein","1","16412","Q73234","13153"
"52600573","Adam Klein (Survivor contestant)","1","15399","Q28054422","3073"
"1438647","Paul McGrath (footballer)","1","21846","Q380200","10898"
"63999158","Johann Vogel (poet)","0","1405","Q1368349","82"
"8918419","Margaret, Countess of Pembroke","1","3109","Q1796668","1545"
"72071645","Robin Selinger","0","10378","Q74561332","143"
"62039722","Iris Law","0","3712","Q28465151","20893"
"24670255","Gordon Brown (footballer, born 1979)","1","1934","Q5584920","62"
"40522842","Jack Grealish","1","66842","Q16056053","119345"
"60123240","Michael O'Leary (pioneer)","1","6069","Q62057908","35"
"65513680","Sita Abellán","0","6532","Q100249843","802"
"59742197","Al Williams (gridiron football)","1","5196","Q61748274","109"
"43451242","Mark Forster (footballer)","0","3136","Q17476770","78"
"16060965","Elif Ağca Yarar","1","7205","Q2407430","115"
"47524297","Guido Cantz","0","2380","Q1553504","167"
"1009133","Catherine of Saxe-Lauenburg","1","7975","Q236774","708"
"1767165","Matteo Salvini","0","119098","Q1055449","37062"
"56521045","Petr Bystron","1","3119","Q24260075","949"
"62300509","James Wang (actor)","0","5410","Q76432765","116"
"824684","Joely Richardson","1","17252","Q234131","101044"
"283852","Murs (rapper)","1","16047","Q338748","4280"
"11538573","Rosie Huntington-Whiteley","1","44234","Q212006","136778"
"58024721","Philippe (footballer)","1","3781","Q56248783","71"
"54083110","Arne Schönbohm","0","5042","Q21854775","7772"
"55560071","Eric Wilson (linebacker, born 1994)","0","15386","Q43078319","5045"
"35594910","Casper (rapper)","1","6501","Q324686","1294"
"63132","Jon Bon Jovi","1","46878","Q150916","140737"
"31307770","Camilla Luddington","0","16792","Q269900","37452"
"17015795","Teyana Taylor","1","41225","Q7708542","56877"
"70843781","Camille Vasquez","1","13510","Q112056601","40479"
"11415070","Stephan Keller","0","9344","Q165214","294"
"48304076","John Oliver (Ontario politician)","0","9938","Q22279481","297"
"308577","John Turturro","1","31417","Q244234","85261"
"9567284","Imran Khan (Trinidad and Tobago cricketer)","1","5495","Q6008185","192"
"59693345","Andreas Kronthaler (fashion designer)","1","3963","Q61640055","6367"
"5218120","Nino de Angelo","1","5265","Q65063","1416"
"28664820","Daniela Katzenberger","1","12866","Q22979","1101"
"13141","George, Margrave of Brandenburg-Ansbach","1","14903","Q384941","1005"
"17230458","Imran Khan (film actor)","1","84803","Q312781","36816"
"936192","Sasha Mitchell","0","9503","Q279849","18570"
"2846787","Infanta Maria Teresa of Braganza","1","6819","Q548723","1283"
"11401783","Yann Sommer","0","45999","Q667596","13225"
"24670183","Gordon Brown (footballer, born 1965)","1","1506","Q5584919","30"
"28065976","Robert Blakeney (died 1733)","1","1684","Q7342155","90"
"1437304","Richard Lugner","1","6900","Q89127","2257"
"5508766","Mónica Cruz","1","21326","Q237152","17368"
"3170957","Martha Bulloch Roosevelt","1","13826","Q6774355","4561"
"249742","Graham Nash","1","46587","Q357211","33207"
"7505991","Eugenie Forde","0","4198","Q3734276","266"
"43973449","Steve Irwin (curler)","0","2447","Q18161164","44"
"60852268","Thomas Müller (composer)","0","3568","Q1440749","50"
"49287393","Peter Tauber","1","14544","Q124622","359"
"15611457","Clint Eastwood (musician)","0","3611","Q2979323","534"
"8572928","Ai Weiwei","1","159261","Q160115","26936"
"57230694","David Williams (astrochemist)","1","5014","Q18285462","54"
"43826211","Death of Janice Marie Young","1","12326","Q18155049","661"
"54764","Andrew Lloyd Webber","1","85347","Q180975","200936"
"5345735","Patrick Stewart burial controversy","1","9299","Q3897769","349"
"3249713","Mike Wilson (filmmaker)","0","41","Q6849298","60"
"29452158","John Magaro","1","11482","Q6246377","17329"
"24428053","Suzy Amis Cameron","1","16677","Q235635","38276"
"62096264","Ovidio Guzmán López","1","33886","Q71848197","38756"
"303050","Michelle Hunziker","1","13131","Q120342","5949"
"40053417","Margaret (singer)","1","159706","Q13583387","2516"
"33417374","Thomas Coombe","1","6735","Q7788599","114"
"2741294","Giancarlo Esposito","1","44619","Q726142","207234"
"1065122","Anthony Anderson","1","49706","Q313918","82521"
"37736484","Mario López Valdez","1","4932","Q3293490","371"
"8614492","James Murray (English actor)","1","12311","Q528723","25579"
"8370279","Eli Cohen (footballer, born 1951)","1","6685","Q748893","361"
"8837786","Dai Bradley","1","15188","Q3703113","7070"
"3414021","George W. Bush","1","312250","Q207","322277"
"62928743","Shakirat Utegaziyev","1","7717","Q83689695","185"
"19631310","Lorene Scafaria","1","32870","Q3259437","27047"
"311200","Jerry Bruckheimer","1","43891","Q217037","81068"
"65049678","Tilman Kuban","0","5080","Q62079592","370"
"33069935","Charlene Holt","0","6382","Q518581","6603"
"1349144","Roger Moorey","1","4419","Q7358676","160"
"3406212","Ninon Vallin","1","6352","Q3121173","233"
"620711","Jim Lee","1","84274","Q357776","16478"
"63380532","Otto Fricke","0","5804","Q124019","287"
"71855247","Markus Becker (pianist)","0","11844","Q1901380","1655"
"45062708","Scott R. Fisher","1","3981","Q18808589","360"
"631422","Molly Shannon","0","39976","Q239145","79722"
"93560","Reese Witherspoon","1","168501","Q44063","325297"
"4489041","Arabella Kiesbauer","0","8499","Q89758","1022"
"33426634","Sam Smith (Australian politician)","1","4918","Q7412659","40"
"364813","Bashar al-Assad","1","284356","Q44329","105480"
"11277789","Krišjānis Kariņš","1","71861","Q3736499","8112"
"5884","Charles Dickens","1","176324","Q5686","178587"
"39643704","Michael Johns (policy analyst)","1","13406","Q7196059","1167"
"152682","Jean-Philippe Rameau","1","49494","Q1145","8514"
"59835292","Donald Garvie","0","4017","Q61409374","25"
"32817","Vladimir Putin","1","400411","Q7747","1028799"
"33304515","Haftbefehl","1","9486","Q96679","1388"
"228445","Sacheen Littlefeather","1","101696","Q462050","436154"
"57936881","Stafford Foster-Sutton","1","755","Q56063661","64"
"16284906","Karlie Kloss","1","61448","Q292749","65679"
"25754415","Harry Bell (footballer, born 1924)","1","3805","Q5667273","68"
"923117","Mike Tindall","1","35678","Q1386944","49725"
"9070439","Abu Bakr Atiku","0","5623","Q4670092","751"
"","Cristiano_Ronaldo_jr","","","",""
"51248852","Jack Dylan Grazer","1","17433","Q26703280","48498"
"67718368","Oliver Fernández (footballer)","1","1221","Q106916778","52"
"34951284","Rhea Seehorn","1","28011","Q4502477","125864"
"51340666","Gayle Mahulette","0","6200","Q17142683","103"
"704972","Amy Brenneman","1","24307","Q232520","90115"
"20259068","Robin Wright (rugby union)","1","1861","Q7352890","31"
"63623660","Kathleen E. Walsh","0","4438","Q90071123","252"
"483492","Martin Freeman","1","40425","Q309486","113116"
"62612546","Helena Gualinga","1","13508","Q78185644","928"
"840141","Ludolf Bakhuizen","1","5105","Q468214","491"
"65299549","Ayo Edebiri","1","16747","Q99365507","67182"
"4106584","Charlene, Princess of Monaco","1","39115","Q208466","26197"
"62119523","Stephan Brandner","0","4593","Q18176740","1092"
"148796","Philip IV of Spain","1","64602","Q691402","35432"
"12582821","Detlef Soost","1","4841","Q1201372","591"
"36990511","Steven Smith Mijiga","0","1366","Q7615285","22"
"53805877","Agnieszka Brugger","0","8451","Q109309","389"
"59542412","Jeffrey Pierce (politician)","0","1347","Q60736470","85"
"9209245","Stefanie Hertel","1","2842","Q548168","726"
"54280087","Elif Elmas","1","15393","Q25409292","15076"
"52883846","Anthony Carrigan (actor)","0","8550","Q27882185","26395"
"70362882","Thomas Losse-Müller","0","6770","Q18608946","112"
"69323","Justin Timberlake","1","233098","Q43432","219597"
"2188443","Nicholas Hoult","1","89728","Q298347","133175"
"23538288","Philip (son of Menelaus)","0","567","Q247747","81"
"13013200","Elizabeth Chambers (actress)","1","1071","Q5362563","699"
"9324545","Jan Buzek","0","6412","Q3566626","100"
"80395","Anne of Austria","1","30188","Q151209","26295"
"51575780","Rumen Radev","1","47574","Q26257557","13122"
"28869826","David Garrett (screenwriter)","1","2050","Q5234038","73"
"163633","Georg Solti","1","67545","Q128085","16285"
"5548501","Albert II, Duke of Bavaria","1","3997","Q665246","220"
"14085763","Mike Ostrowski","0","1571","Q6848280","1060"
"1005587","Jennifer Ehle","1","27563","Q235721","54211"
"7371832","Travis Van Winkle","1","15283","Q622864","26072"
"1518950","Logan Pearsall Smith","1","11780","Q328494","782"
"50826041","Hilaria Baldwin","1","51156","Q24702913","126202"
"70616016","Bernd Klaus Buchholz","1","4878","Q823715","97"
"62447","Catharina of Württemberg","1","6286","Q236184","2411"
"34295370","Robert Ballard (athlete)","0","4017","Q7341838","52"
"665708","Tom Cavanagh","1","24701","Q256061","22991"
"56142775","Marieme Faye Sall","1","6933","Q46987183","1126"
"63501675","Princess María Teresa of Bourbon-Parma","1","19009","Q55998474","978"
"5030380","Gerald Ford","1","171531","Q9582","208610"
"25544417","Dmitry Muratov","1","31536","Q1823418","12396"
"5142","Charlie Chaplin","1","166886","Q882","441374"
"52421458","Chris Folk","0","3338","Q27928074","42"
"763936","Ed O'Neill","1","25801","Q16758","114106"
"42607139","Sasha Clements","0","16432","Q16128113","11685"
"184996","Daniel Johns","1","51811","Q983410","24946"
"65302904","Mark O. Robbins","1","12036","Q89740633","191"
"15480328","James Taylor (1761–1834)","1","1376","Q6144038","31"
"24362706","George van Egmond","1","3365","Q2170462","146"
"31103360","Gayle Kingery","0","7302","Q5528801","42"
"29607061","Jack Lang (American football)","0","6290","Q6113583","41"
"65240078","Emma D'Arcy","0","37794","Q101232509","1844125"
"440853","Robert W. Wood","1","28060","Q550926","1221"
"15099721","Eric Maxim Choupo-Moting","1","44711","Q309532","141587"
"3180802","Jeffrey Lee Pierce","0","34973","Q1686463","6810"
"57827806","James Murphy (rugby union)","0","3352","Q55614885","152"
"1061831","Bill Irwin","1","30686","Q603317","24464"
"707815","Jason Statham","1","54177","Q169963","355172"
"","Li_Qiang_%28revolutionary%29","","","",""
"30011506","Jigme Dorji Wangchuck (born 1986)","1","3881","Q4160276","2279"
"3487429","Samantha Riley","0","10282","Q299758","899"
"66896681","Monika Schnitzer","0","5165","Q1944756","147"
"442682","Magnus Carlsen","1","260786","Q106807","228329"
"1134660","Cliff Curtis","1","19373","Q359325","51400"
"8590339","Matt Goss","1","17642","Q1909192","531084"
"1709461","Alice Schwarzer","1","22833","Q62919","1933"
"19110571","Martin A. Couney","1","19939","Q6774852","6544"
"63445739","Patrick Schnieder","1","5439","Q1373882","186"
"21885875","David Garrett (politician)","0","11435","Q5234037","250"
"10030613","Melissa Rauch","1","24653","Q236364","156203"
"3269768","Maria W. Stewart","1","31712","Q13560246","2008"
"51455020","Robert Blake (USMC)","0","11977","Q27835043","150"
"847079","Tracy Pollan","0","10650","Q275958","248555"
"30396075","Nick Carter (environmentalist)","1","2305","Q16014835","88"
"4153575","Eric Posner","1","14202","Q3056380","2898"
"68685253","Katy Perry (prison service)","0","8021","Q104188299","274"
"69203729","William Adams (cricketer, born 1905)","0","3264","Q109657135","43"
"1519275","Carolyn Murphy","0","6095","Q2557751","4531"
"2247670","Luke Goss","1","10690","Q911462","179492"
"56302580","Juanes de Ávila","1","2373","Q16585459","56"
"926934","Gisele Bündchen","1","99998","Q152208","1021283"
"58867965","Beatrice of Saone","1","4896","Q2929511","258"
"54729751","Katy Karrenbauer","0","5649","Q1736848","270"
"27387054","Léa Seydoux","1","78157","Q231096","147449"
"41674357","Tom Helm (politician)","1","1615","Q16105645","58"
"52417182","Pete Alonso","1","31617","Q27926052","36223"
"1446671","Daniel Hechter","1","5246","Q711826","1667"
"35033519","Stephan Otto","0","1867","Q7608155","197"
"31943680","Michael Zegen","1","10835","Q3308598","11705"
"48751630","Ol Parker","1","5132","Q6073899","41240"
"45103694","Cristina Pedroche","1","13330","Q2656441","1461"
"65771843","Gordon Brown (sculptor)","1","2410","Q1537981","44"
"44051122","Beate Schmidt","1","4993","Q975598","1965"
"19135567","Friedrich, Duke of Schleswig-Holstein-Sonderburg-Glücksburg","0","7520","Q63086","2046"
"29961515","Baptiste Giabiconi","1","28983","Q1397437","2430"
"2169603","Philipp Lahm","1","79260","Q43682","26739"
"33687378","Pete Buttigieg","1","183884","Q7173106","106167"
"64749718","Felipe Albuquerque","1","5246","Q98099000","90"
"6568026","Kevin Smith (Australian actor)","0","994","Q6397509","129"
"8099","Dave Grohl","1","108778","Q12006","185170"
"55763918","Jorge García (athlete)","1","1428","Q21823285","116"
"38627191","Marie-Anne Libert","1","11118","Q470036","222"
"10607816","Marc Logan","0","2957","Q3266342","438"
"52736286","Carl Christian Møller","0","3318","Q6542029","75"
"2195267","Robert Wood (timber merchant)","0","3697","Q7351222","58"
"47517631","Peter Morgan (sport shooter)","0","2396","Q20984513","39"
"33299287","Charlène Guignard","1","92276","Q5086384","1061"
"3487505","Jon Sieben","0","7925","Q1362284","450"
"1790990","Henry Smart","1","5585","Q466189","461"
"434663","Lindsay Hoyle","1","30430","Q689660","47113"
"11930288","Jamie Murphy (footballer, born 1989)","1","29037","Q1756699","1552"
"5882447","Bruce Douglas-Mann","1","7261","Q4977395","258"
"33209238","Lana Del Rey","1","188352","Q37150","319189"
"6379416","Brian May (Australian composer)","1","10920","Q612067","1706"
"34027323","Jack Gleeson","1","15817","Q777260","100542"
"27805212","Sam Cox (footballer, born 1920)","1","1912","Q7407360","54"
"34424508","Jessica Williams (actress)","0","11129","Q2175951","67675"
"23756527","Khaled Mohieddin","1","13056","Q1026624","712"
"5993647","Andrew Garfield","1","102095","Q23891","225034"
"12601004","Gordon Brown (guard)","1","3603","Q5584910","173"
"3813764","Paul Smith (composer)","1","8499","Q1356617","1825"
"","Byun_Sung-hyun","","","",""
"1465024","Haakon III of Norway","1","7339","Q343084","1770"
"142698","Lily Tomlin","1","45481","Q229271","90675"
"42912353","Katharina Schüttler","1","4772","Q103544","2296"
"1031382","Jorge Garcia","1","17172","Q264914","48251"
"21675231","Hans-Joachim Niemann","0","34797","Q88631","721"
"66209847","Ludwig Hartmann (composer)","0","3345","Q1874501","75"
"10426450","Nikolaos Kalogeropoulos","1","1965","Q548724","257"
"60203","Henri Matisse","1","73632","Q5589","72411"
"1889831","Mary Stuart, Countess of Bute","1","6447","Q245833","827"
"5397677","John G. Taylor","1","11129","Q6234608","318"
"354084","Rudi Völler","1","38066","Q44464","16196"
"12816242","Phil Collins (speedway rider)","0","4501","Q7181800","215"
"8454938","Taika Waititi","1","102777","Q2388576","286708"
"1473934","Paolo Farinati","1","4861","Q367287","170"
"326913","Maria Shriver","1","65050","Q230654","140936"
"33142873","Sophie Turner","1","49192","Q240573","219288"
"1718619","E. Donnall Thomas","1","9482","Q310485","1330"
"3160057","Stephen Graham","1","29547","Q442547","332371"
"50100740","Jen Gates","1","15866","Q23808801","310"
"11568645","Luigi Lo Cascio","0","4379","Q556294","923"
"59492392","Chris Evans (journalist)","1","4005","Q61959516","2703"
"29569950","Nick Carter (footballer)","0","11635","Q16217216","168"
"524997","Wayne Brady","1","45348","Q1397155","161353"
"70768936","Hannah Dodd (actress)","1","7953","Q109291399","10739"
"44063381","Lina Magull","0","18963","Q1825638","1818"
"26798926","Kelsey Asbille","1","14352","Q238849","106734"
"19065222","Sonia Williams","0","6166","Q1075535","102"
"55752199","Michaël Cohen","1","2233","Q1930523","467"
"52914272","Nadja Malacrida","1","12632","Q67804390","128"
"52230739","Ram Charan Mehrotra","0","28310","Q27825315","230"
"59428718","Aiko Satō (writer)","1","5235","Q11384030","131"
"8597853","Barron Trump","0","825","Q23000814","16476"
"54253294","Warren Hoburg","1","6623","Q30157794","2448"
"25276055","Ariana Grande","1","253019","Q151892","423614"
"373425","George Bentham","1","18309","Q731808","1055"
"42337264","Anthony Anderson (producer)","0","3410","Q16148910","85"
"51201768","Sophie Wilmès","1","15954","Q18434995","4679"
"7134310","Matt Hancock","1","108984","Q478161","72541"
"2316999","Mare Winningham","0","17704","Q235189","75445"
"64311476","Jorge García (windsurfer)","1","1875","Q96418686","26"
"","Olivia_Hamilton_%28actress%29","","","",""
"61275677","Rachel Zegler","1","47777","Q61693947","84201"
"22439395","Flea (musician)","1","121712","Q202859","169508"
"","Jessica_Allain","","","",""
"219361","Chloë Sevigny","1","101600","Q235870","121471"
"1181714","Hiroshi Abe (astronomer)","1","5685","Q926432","255"
"196526","Asaph Hall","1","13932","Q106559","1373"
"15587","Joshua Jackson","1","31134","Q219653","112680"
"43088689","Chad Smith (baseball, born 1989)","1","9686","Q17303653","102"
"47272224","Pavlos Prosalentis","1","5495","Q12883316","134"
"55673875","Robin Ling","1","11489","Q42429473","130"
"39073425","Brad Goreski","0","7937","Q16204957","5470"
"5128457","Maxim Galkin","1","8704","Q559485","10966"
"42238","Gillian Anderson","1","124382","Q485298","256219"
"2409977","Letizia Bonaparte","1","25265","Q151995","3216"
"60070715","Alexa Swinton","1","9935","Q110068583","4432"
"46258473","Linda Thomas-Greenfield","1","28453","Q19920980","11569"
"10953971","Lea Michele","1","126152","Q228733","131954"
"56109614","Dahyun","1","19088","Q22773838","21906"
"62003350","Stephen Langridge","0","10079","Q70036434","149"
"5422144","Taylor Swift","1","325315","Q26876","1431262"
"182532","Alec Baldwin","1","87445","Q170572","361356"
"27190273","Sıla Şahin","1","6046","Q62848","1002"
"31039324","Stéphane Rolland","1","3286","Q3502045","635"
"10403229","William Mark Forster","0","5003","Q8015122","52"
"152680","Franz Beckenbauer","1","70906","Q4457","58858"
"2320366","Khalid Boulahrouz","1","25802","Q191848","4948"
"71383300","Hadja Lahbib","0","8959","Q3125551","5421"
"23996101","Tommy Chester","0","1341","Q7819301","33"
"2550310","Kerry Condon","1","47194","Q257625","106149"
"16603","Keanu Reeves","1","156710","Q43416","750253"
"1263142","Michelle Williams (singer)","1","120162","Q229153","43215"
"39297391","Scott Cooper (football manager)","0","15310","Q16239349","1458"
"2668404","Gayle Lynds","1","8598","Q455529","325"
"151454","Frederick IX of Denmark","1","32006","Q151312","51298"
"6551250","Nikolai Noskov","0","23861","Q1978163","826"
"43823672","Jesse Williams (Canadian football)","1","2244","Q18159189","48"
"25124943","William Adams (lawyer)","0","3443","Q8004145","55"
"3391330","Adele Sandrock","0","9134","Q75157","412"
"44449628","Bobby Brown (wide receiver)","0","2193","Q18631694","136"
"312415","Metacomet","1","14345","Q729648","7025"
"49306789","Karen Murphy (producer)","0","1909","Q25189280","688"
"63284317","Matthias Gastel","0","8473","Q15795921","210"
"21593355","Big Sean","1","63553","Q367634","64409"
"7330637","Tobias Billström","1","33173","Q3112958","7871"
"34562531","Billy Nelson (actor)","0","4531","Q4913093","661"
"56219684","Paul Rogers (bassist)","0","2173","Q2061983","163"
"55942666","Anna Fischer-Dückelmann","0","4542","Q560386","86"
"69376895","Sonja Eichwede","1","4692","Q108754671","119"
"23185487","Alden Ehrenreich","1","21871","Q1189113","28684"
"8149203","Matt Smith (broadcaster)","0","6570","Q6789359","1215"
"592331","Philip Sclater","1","12495","Q435725","1081"
"6872670","Karl Mayr","0","10300","Q74250","2236"
"199731","John Taylor (poet)","1","15028","Q1029080","900"
"335195","Stephen Colbert","1","190490","Q212886","104473"
"5053239","Franziskus von Bettinger","1","5759","Q45153","157"
"35186598","Juan Carlos Izpisua Belmonte","1","11300","Q6299291","903"
"2780816","Kyriakos Mitsotakis","1","50971","Q552751","23417"
"27852293","Olav Johan Sopp","1","5121","Q3294542","127"
"60280","Margaret Atwood","1","135454","Q183492","84818"
"42175427","Mickey Guyton","0","36341","Q18921828","10235"
"11712722","Paul Potts","1","32019","Q165418","15056"
"326708","Chuck Schumer","1","245738","Q380900","84130"
"40376492","Bryan Adams (politician)","1","5462","Q16146254","125"
"50152656","Olli Schulz","0","4745","Q2021008","725"
"24979938","John Edward Taylor (bishop)","1","6282","Q1699942","86"
"58745899","Lotay Tshering","0","14367","Q57313851","7571"
"306460","Michelle Rodriguez","1","46673","Q184219","161712"
"2547630","Marc Terenzi","1","14284","Q1354872","2202"
"49906720","Jonathan Scott (television personality)","1","94755","Q23664030","63254"
"244910","Josh Hartnett","1","32177","Q303957","134072"
"211563","Lovebug Starski","1","6500","Q1560574","1583"
"10101218","Robert Edge Pine","0","6000","Q950362","361"
"11935434","Bobby Browne (footballer, born 1962)","1","6352","Q4934822","72"
"1031626","Hiroyuki Sanada","1","37158","Q705522","92372"
"64017179","Frank Ulrich Montgomery","0","13688","Q123373","182"
"31595561","David L. Aaron","1","12653","Q4054144","523"
"182589","John Taylor (jazz)","1","23299","Q467927","1106"
"870128","Michael ""Bully"" Herbig","1","6122","Q45292","2091"
"4109849","Rami Malek","1","112043","Q375590","207059"
"1339248","Brie Larson","1","127658","Q29328","185871"
"1151715","Adela of Champagne","1","6660","Q229407","2281"
"56458308","Annalena Baerbock","1","51950","Q564328","27493"
"13941885","Anthony Edwards (American football)","1","1791","Q4772446","237"
"1642949","Jennifer Lopez (meteorologist)","1","6701","Q6178557","1864"
"24421625","Peter Phillips (conductor)","0","12743","Q4484219","545"
"28622495","Tom Beckman","1","7686","Q7814920","144"
"65559193","Naomi Biden","1","11782","Q100605126","24700"
"267989","Candace Bushnell","1","13586","Q254820","12169"
"42249836","Gigi Hadid","1","87692","Q16843706","408464"
"63088971","Noel Robinson (writer)","0","3118","Q84974961","44"
"52264922","Salman Khan (cricketer)","1","1926","Q27923598","182"
"24726351","Teresa Giudice","1","36150","Q7702149","55719"
"51250720","Shakira Martin (model)","0","5662","Q3959050","270"
"1476195","Armin Laschet","1","71810","Q78205","4744"
"2919843","Judy Greer","1","95800","Q236189","198344"
"764440","Chad Smith (politician)","1","16370","Q5066146","562"
"28467522","John Carpenter Garnier","0","4345","Q6225256","119"
"45486652","Dani Olmo","1","37623","Q19560313","14783"
"59717581","Bowen Yang","1","48314","Q60737294","63020"
"19876325","Porta (rapper)","1","10849","Q1410435","792"
"28603392","Manuela Schwesig","1","30679","Q72845","1739"
"30874848","Kerry Kennedy","1","37113","Q467912","20709"
"570120","Joel Madden","1","16340","Q756563","103554"
"64834731","Tayisiya Morderger","0","13234","Q24514265","590"
"26391097","Barbara Schöneberger","1","9275","Q77807","1620"
"37813035","Jean Ducamps","1","9539","Q5563794","122"
"2035119","Elie Saab","0","30053","Q456638","7636"
"61690193","Clive Davis (rugby union)","1","4794","Q67201474","72"
"3991256","Prince Alexander of Hesse and by Rhine","1","21841","Q316524","10685"
"54042632","Elke Büdenbender","1","5413","Q27865569","2492"
"4057201","Meghan Agosta","1","31514","Q469685","778"
"58824898","Mats Malm","0","9063","Q16633253","1210"
"60567696","Steve Martin (British academic)","0","7599","Q65029411","48"
"58896613","Fuad Hussein","0","8276","Q56704276","1234"
"17075461","Jim Young (footballer)","0","1299","Q6199073","47"
"23873456","Paola del Medico","1","5414","Q115956","593"
"33214430","Pio Joris","0","3162","Q2096094","65"
"3455269","Julia Roberts (television presenter)","1","4537","Q6306690","361"
"49551406","Callie Hernandez","0","6848","Q24444473","10394"
"316201","Jon Favreau","1","54694","Q295964","128857"
"8789848","Gwenno Saunders","1","24603","Q3050580","7377"
"42620","Grace Kelly","1","104067","Q3925","223686"
"33300902","John Oliver (cricketer)","0","3536","Q6251233","50"
"52848571","Ciara Watling","1","7437","Q28227510","1452"
"15872","J. R. R. Tolkien","1","136883","Q892","516432"
"54622215","Fritz Reiser","0","1562","Q33134185","42"
"67843391","Prince Philippos of Greece and Denmark","1","13539","Q1966130","9871"
"623439","Sheikh Hasina","1","156685","Q52183","48681"
"186267","Eli Cohen","1","25012","Q223311","46196"
"45046127","Greta Lee","1","9027","Q19517962","10279"
"44647014","Imran Khan (Indian cricketer)","1","6084","Q18637473","145"
"255083","Josephine Baker","1","116375","Q151972","83721"
"304546","Philip Neri","1","25144","Q217791","6376"
"14102780","Eric Weinberg","1","3966","Q2077034","35770"
"9614743","Annie Wersching","0","14910","Q239093","33832"
"62700047","Pellegrino Matarazzo","0","9450","Q80310717","7851"
"53375754","Krista Marie Yu","0","6830","Q28871973","25443"
"29324255","Wolke Hegenbarth","0","7097","Q72961","750"
"12504901","Jesse Rutherford Jr.","0","34","Q15996345","349"
